ID_REF,values
cg20788133,2.69948607733602
cg09139287,-0.565198756816395
cg05662829,2.16684505431851
cg08900511,2.62662392391594
cg05151709,0.421941413696521
cg08546707,1.55216592409079
cg06154531,3.2509365561203
cg20825023,0.0452323351637077
cg12549180,1.14522530552297
cg19642727,2.48792447329123
cg21407818,2.70337080667578
cg13897241,2.66877955301372
cg13176867,3.15677631613097
cg02565062,2.26566917989543
cg09856436,0.306819968571759
cg19159092,-0.345176273675828
cg11407801,2.0726304725738
cg01197763,3.26452958420479
cg13856810,1.93937873482325
cg05819296,2.54430325224357
cg00582671,2.16681592467195
cg22485363,3.39594505997126
cg06036236,3.22858103631728
cg03269716,0.869444967366507
cg04121631,-2.50240294680282
cg09756115,2.41414356145985
cg02968844,3.3552620256948
cg01394461,1.39891901593672
cg09555360,3.82564437322976
cg02326551,2.36735576525886
cg16005420,2.72980112090094
cg20453388,3.27798331675533
cg24664590,-4.7860125513526
cg08472719,-4.56369921796007
cg03161767,-4.57627870618577
cg06324192,1.14519100049404
cg23207077,-1.50347538054178
cg07195057,2.95377895699155
cg26679367,2.32802845311627
cg05505459,-1.42610428447231
cg11782208,3.2871002205109
cg10381813,1.92353764760749
cg14350158,-4.38861776815985
cg26114254,4.48648021466607
cg01729262,-0.114842001151174
cg09332175,2.3763365473946
cg26420561,3.26048758388222
cg22020633,3.31382424096296
cg01768082,0.722049484234782
cg07589034,0.863484928335231
cg15825373,1.71468583130518
cg22618402,4.47073282668173
cg06538872,3.1224705862639
cg25610492,-1.94235483673727
cg16526047,1.27884980626225
cg07123796,-0.405852230950758
cg09363892,-2.54676448640184
cg03185752,-3.80390316695189
cg13917577,1.85232314272937
cg07787977,0.809835850053871
cg02632261,3.21439848749214
cg02288964,1.93769446201879
cg18147233,1.45881191664293
cg20741620,2.98124292819733
cg00525597,2.91891430491428
cg26007962,2.72715590487754
cg14253035,3.29769479616446
cg16026189,4.13959583584585
cg11853970,3.61426559279535
cg22627753,2.36526665057523
cg04559824,2.60897792671612
cg04274259,3.15007428058453
cg08262378,2.73304488225738
cg08530610,2.23754691988023
cg08250879,0.71779377058472
cg04919596,-1.0031770270965
cg24678117,3.38389428377797
cg22169680,2.01641818948552
cg09123721,1.00158862312422
cg11405655,-2.29831421195508
cg21779088,4.34856993209253
cg06095202,2.74989246071633
cg04891761,0.580730138388957
cg15500259,1.76153418911177
cg24517686,2.00793198991293
cg08007197,2.30689747872188
cg14964771,0.263001765148776
cg19758750,2.78278348246823
cg19734301,2.33381155701477
cg08470135,3.70105172729052
cg05041517,1.29366304253428
cg26338735,3.83520428111465
cg24437834,2.92811865769651
cg15565004,2.06576317372583
cg12743165,3.35600358933841
cg15322667,3.16468792316978
cg19860160,3.14772266815656
cg26405545,3.80344648977671
cg12137247,1.27928085764837
cg24709745,4.2360705020477
cg08927102,5.13260025980391
cg06036677,0.415973799334333
cg10579718,1.47461053330342
cg18943819,1.83153449717427
cg15822328,1.3752011414206
cg11071912,0.705426711758695
cg00812770,1.7985080510327
cg26570389,3.41718253123192
cg12806826,3.66253962201732
cg15688253,4.15698667736
cg22864340,3.56642623665492
cg10335452,2.77815035197575
cg06193359,3.0687932322137
cg13560058,2.85900093116902
cg00082285,3.03001875170888
cg05336956,-0.776227414886509
cg22109930,3.46290355145304
cg07123481,1.49360726368369
cg14144728,1.49139310604123
cg01537494,3.069375264247
cg02825344,2.95862491705283
cg02331673,3.4870512703003
cg11203990,3.0928396155098
cg22874652,0.891982973107882
cg26578072,1.35841390154265
cg27631599,1.31788797909631
cg01961752,-3.2686832101232
cg21288685,-4.00581558297906
cg08933284,1.91183294214683
cg18382926,2.77051855950047
cg16043700,2.01082865004252
cg19584957,3.67342985526513
cg07173112,1.88554488827875
cg23275914,2.89873910202582
cg14220262,1.86508106054339
cg02848157,4.08104994697537
cg17168771,3.20749644177709
cg00699898,-2.30639466123181
cg05652547,3.48197951212514
cg22723960,4.61170900538981
cg13360866,-1.14301089346069
cg24807889,0.046323908240038
cg18319381,1.51715023866286
cg19413397,3.37642426592732
cg08090128,2.69327094280273
cg16046810,3.46494838135864
cg07671976,-4.15628357990745
cg00086243,-1.40066835789093
cg02709725,-0.165583967646039
cg10583942,0.579341888532138
cg25144135,-1.15169494639266
cg12759096,-4.30925129758182
cg09586191,3.09932543045907
cg23867494,0.785100878785927
cg21815220,0.739595417025663
cg17084044,1.85947259480194
cg16252905,1.91415078727793
cg03058163,2.88967433308972
cg03580801,4.93665812409047
cg10206039,3.71083124700618
cg05818515,2.84412375940617
cg25282454,1.68808373634339
cg03467014,2.8453700132859
cg09819798,3.39106612731369
cg05638471,3.76254312618843
cg18367529,3.45895343245057
cg09812885,3.52128393137912
cg13470499,3.71097958897726
cg25619287,1.41380722169312
cg20014591,3.89423731718668
cg02224920,-4.29397662492047
cg20871445,-4.79904632660886
cg07146103,2.05652508570016
cg25731959,2.81211761421528
cg10784110,0.687910933251562
cg06964912,-2.00028378736735
cg20411340,0.974484340182414
cg24034746,3.7154586535187
cg09331144,0.326270362217004
cg10483828,4.12652327419756
cg24345856,2.80976112872187
cg20747739,1.73652666362713
cg15582176,2.87690562555996
cg03583709,4.29675294499385
cg15578176,4.25933476978346
cg22009470,4.28230054941506
cg17599045,3.26410709279628
cg21864845,-3.50406833003132
cg22670128,2.68248820982482
cg06358191,2.80767042320509
cg20978193,-0.232758880729908
cg16380285,3.98101423945617
cg15994839,4.38779324561486
cg03001234,2.6036807823015
cg04098194,-3.79978860687046
cg05362521,3.73150233151229
cg05724097,3.32594561850094
cg26369180,3.26009509709938
cg19383909,3.63133015014516
cg04926200,3.59084528549661
cg15901950,3.57828092179478
cg26831087,2.32236849731514
cg06520508,2.48749058540819
cg17970390,1.29058950855563
cg05598010,2.14913156542285
cg02625725,1.03002267125718
cg20705390,3.02414761760869
cg04981007,3.22394584076603
cg24252805,1.22342205702043
cg08037114,0.764542018327458
cg07624812,1.90816989027622
cg12072393,3.52148194579453
cg13932473,4.08496334164968
cg11414742,-0.0172746432814049
cg15472728,-1.44217738058625
cg14992101,-2.7607818078245
cg02144516,1.02984264027655
cg26865478,3.5964522119331
cg12033178,4.0092385113152
cg08158776,4.02963678659404
cg04880874,4.93722213051202
cg06903451,3.55778559730617
cg24837149,-2.08634376480868
cg16278124,-3.62833150701854
cg09064061,2.12796111110917
cg04903146,1.82624085797675
cg25397779,-5.17200731159476
cg04230662,-3.84426488110746
cg23894219,3.26171568387145
cg15633699,3.13657657014448
cg10380643,1.90946912478089
cg15081886,3.22262167049572
cg15823872,3.21568621040738
cg01721822,3.08849529737056
cg21285198,1.9983254252592
cg19270739,-0.76826586313273
cg21837069,-3.43989887733907
cg06444575,-3.53297479411691
cg00702126,-3.20879713418762
cg14667273,-3.0389784461325
cg08589721,-4.19541153528466
cg08161163,2.25519005901343
cg26798702,2.51912648873983
cg09843049,1.69972559808305
cg20255272,0.439948769781643
cg26795248,1.13667220171599
cg25592215,3.54894514191287
cg08426733,-0.811955121167849
cg08270205,3.45240520985332
cg19682639,2.36162587770719
