ID_REF,values
cg27050229,-3.31948187625458
cg26614117,0.316728388157275
cg22044028,-4.3761549139046
cg19856606,3.18488680900066
cg17034203,3.50421501336108
cg15988843,-3.52719547542639
cg00656410,2.67831287589706
cg26314055,-2.82443594224593
cg10435967,4.0910847501628
cg12046908,4.13619261433974
cg07346648,1.27355262977268
cg21679391,2.88591585104794
cg27391934,-3.98289514762856
cg26226110,-0.797883510724629
cg14651254,3.36216560651115
cg23590525,2.6524244859987
cg09159050,4.24650688303275
cg01799930,3.3664284905568
cg19641395,-4.69538131478357
cg12526693,1.84148546161094
cg09556700,1.40395193611564
cg06368978,3.85192603581252
cg26026567,3.38068605330479
cg08471814,4.16653242042347
cg20003329,3.32383812595661
cg22396632,4.91378126332536
cg00715999,3.73970330648387
cg21836418,5.35227926516226
cg23738647,3.76047890854143
cg13242468,4.5317623410626
cg24680497,4.39962818521949
cg22608265,1.21002140816133
cg01062116,3.23849555327186
cg14655532,3.33991931144795
cg05925365,3.21896295493017
cg21267498,2.49029458880948
cg15718222,-3.18564278785651
cg24332389,1.70859504577395
cg22451657,0.854339893573324
cg22488970,-3.59520812944797
cg11972327,5.20757094693882
cg13557160,2.60180544441806
cg25593631,1.06903966119581
cg22508928,1.51631709899897
cg21826784,-1.69374403206937
cg14834850,-3.43520123456322
cg14615440,-2.77757181741246
cg13383591,4.08219763987138
cg11570511,-3.005567462223
cg03969515,2.01441855843352
cg04339882,-0.0171667761223043
cg27222219,-3.61995189229375
cg04129469,-2.91751141262171
cg13469600,-3.2895989397056
cg13493109,-3.36243168335726
cg17873612,2.36708015167557
cg05788332,-2.55710528075856
cg00349061,0.185278786698168
cg03129904,-5.47119890537461
cg13184886,-2.78547320211857
cg06419258,-5.58115539233468
cg26515162,4.64427359235653
cg24162579,0.814191368767064
cg21115433,-1.82423963422648
cg08857906,0.082365307983644
cg16702520,-5.19263455302486
cg03526503,2.37691938329799
cg04215850,1.5772267707477
cg05797186,-2.79405165108863
cg12598340,-1.44434941132587
cg08128087,1.76330048470302
cg04486873,2.18714053969388
cg26685501,-2.15988345908462
cg00426822,-0.10541476640005
cg16518825,2.94396183740633
cg13170051,-2.08675051898845
cg26681016,-3.06163975276144
cg25309558,-4.42131222485612
cg04212926,3.25409354578891
cg07424440,3.87943273474621
cg08900233,3.35385209066542
cg22502179,0.0883169688717202
cg16013720,-0.984778724310484
cg21682062,-4.91483136183315
cg06082920,-4.07046060577677
cg23589045,-5.04780626799291
cg10959932,1.98997656636289
cg23592638,-4.08876681480259
cg24834436,-1.72919629013653
cg24685134,-4.41334983431964
cg03655395,-0.828090249650396
cg17017152,-2.40178521825023
cg04217096,1.60878316446325
cg20164068,3.56859825269129
cg03110901,-2.75051362684656
cg17931620,-2.35193067727076
cg03755098,-4.8412778793962
cg06444730,-3.67934900812314
cg20431191,-3.10903108293932
cg00021933,3.86819240511889
cg26831811,-4.03200717824092
cg03423077,-0.123247850954162
cg07902673,1.41407941081546
cg01827717,-2.46524395303136
cg06825153,-4.65509690234175
cg23112651,5.19840503547498
cg09250199,3.59169638048052
cg15674367,-4.25382959663915
cg06804154,-5.35232527239075
cg19406040,-4.25040342457878
cg21871952,-1.2096767004998
cg03523193,-5.76903202361821
cg24330514,1.83697324406578
cg01912586,-3.80098673708923
cg03852045,4.54730172769008
cg07229500,1.18662000133137
cg19911969,3.85551386584648
cg22671717,-0.647590203751821
cg25311637,-0.2827269681535
cg19507893,1.71470990395226
cg06441514,5.37527413633626
cg27546834,-4.08473587891909
cg25373063,-5.12788120962961
cg24441324,3.15722336756163
cg26875450,4.12019757897924
cg26926632,-4.45211415931428
cg23609082,-0.86218800780781
cg12582028,1.27769082717286
cg04489012,-4.53648563167787
cg01603146,-4.00520045503543
cg06659614,2.01225283968985
cg00302521,-4.95698293485047
cg19939555,-6.26930219407245
cg19233405,-2.37184805875447
cg00149684,4.654356645365
cg17483410,-3.81858086057946
cg16546681,2.71756669442131
cg08264805,3.82310971332949
cg12577372,3.02221297921968
cg21297493,-3.6961411519323
cg20433275,-3.8252796646834
cg26073933,-2.36717667291665
cg23657274,-5.42863979230988
cg24845595,-0.530832670408985
cg06845943,-5.22040787560685
cg13860527,-2.94797770587483
cg04016768,-2.5534349171881
cg06780703,3.51500594004097
cg26878995,-2.35936817952049
cg26670450,-4.37293311831992
cg11690028,-4.12364402314439
cg20159036,0.353885333931581
cg03763387,-3.80147146917759
cg00344178,2.12555586038565
cg13420848,-3.60200172347376
cg27169858,-3.30138037189355
cg03655662,-4.76724650067331
cg00860712,-4.57202572545511
cg11405475,2.51095024133759
cg02631684,2.71923581681285
cg06616057,-1.3861576117739
cg19234983,-0.209076641967747
cg11505113,3.14667021292196
cg27177841,2.77148747456366
cg02919116,-1.45085550535686
cg06087349,-1.46518321800161
cg26547924,-4.01308452459899
cg23637314,-3.87718253675877
cg23663428,-2.8809548175229
cg01558923,-3.18772123141378
cg24583305,-5.76776872227239
cg07959403,-0.792104889452676
cg02088626,4.03539368770132
cg23087691,-4.14751996763407
cg07721822,-2.75576963424727
cg11176493,-3.16762053141032
cg03449175,-3.2415328799803
cg16387254,0.731242727978493
cg00951395,-0.848850615887228
cg13444964,-3.8447467104883
cg24502334,-1.22665149027534
cg10202233,-4.00419328537898
cg24136740,4.74187312625943
cg19120273,2.90019960099666
cg07124492,5.79770872783204
cg16331358,4.54447658785316
cg10834803,2.98672024307882
cg24736380,3.19786418480356
cg12241532,3.93430431118493
cg26252135,1.93989381962245
cg03577970,3.24237754991364
cg06510234,3.24643559200736
cg27542609,-4.28383787708591
cg14698917,3.48526781320126
cg12121066,-5.22619381017713
cg19517458,-4.5503789909246
cg02744793,-2.26821074707251
cg16657924,-3.62667327418855
cg05116255,2.13970531773111
cg07640605,-1.68214953103239
cg03962558,3.40539944464272
cg13350140,4.85427189574253
cg14725719,3.55072285755117
cg02649698,3.11088413405098
cg15078013,-3.10562576669155
cg15247093,3.15535662566681
cg16532016,-1.04386775199055
cg11227075,-2.23710564301158
cg04036272,-3.38598582374608
cg05976652,-2.74748645128098
cg11163433,0.87163183673692
cg07669489,-4.14404321109086
cg25926515,-1.28154776049514
cg18947032,-3.45538222914596
cg04362027,-2.40947173790682
cg21386500,-3.6890885790673
cg14334161,1.03610664317712
cg11863717,-2.50352031845889
cg06970090,-2.69285734682287
cg12419678,-3.88269573560861
cg14390683,-4.86759207898678
cg18311678,-1.01326301327194
cg12692753,-3.05123640602863
cg09488203,-1.18290908165833
cg03088791,-3.80298109687229
cg24976385,-4.40693389980531
cg13446543,-2.65577818213697
cg06207432,-3.68593317878401
cg11447699,-2.67235876356085
cg02800607,-3.62525041649068
cg17863743,-4.74522503612582
cg15610020,-3.13779971046192
cg26201011,1.89921611711909
cg14101357,-2.649884208164
cg04270401,1.50406660442468
cg06464008,-2.98523053375418
cg17101450,-4.1494030466524
cg01087392,-3.44550818694657
cg23985995,1.71264161749627
cg03958163,-2.50585294452227
cg20032495,-3.89267540626911
cg27166661,-4.23335356743481
cg14825384,-4.54093891347314
cg16734433,2.93494250421123
cg09542499,3.54962158990072
cg18434940,-2.64368997740799
cg07222309,-2.63326519667309
cg10005230,-2.41421701498291
cg24725789,-3.40102452387891
cg06456154,-3.72960010309433
cg07332388,1.62526963363614
cg00759634,-2.45265620863436
cg12470014,4.70650385152265
cg03950689,3.96240510383288
cg17261303,1.51898968804689
cg08309041,4.89479736731762
cg08386897,4.77591096591595
cg14256022,3.1410836082923
cg11756666,-4.0492883654712
cg02687143,3.48418916806977
cg11151314,5.56401818543394
cg09270366,3.7411367981317
cg04462650,5.13484549648379
cg06889183,2.28265923810245
cg01055748,5.69783766290369
cg02638348,1.73885024296882
cg16740640,4.70315436948576
cg20216928,3.85151331735845
cg16917068,4.80379311668935
cg17693826,-4.7470159635578
cg04263684,4.48504262651957
cg11446543,3.63164162377007
cg03800065,0.94339242211622
cg05264189,2.67801402142083
cg01375869,4.37965749770087
cg16904243,5.70635086385614
cg23057009,1.51460737256876
cg16823466,4.71024396127253
cg08688629,0.650286716378655
cg10159432,2.01354357974136
cg20313246,1.32725624822976
cg11243371,3.4787800314545
cg03891843,2.015807918729
cg13485979,2.00512224266326
cg00228708,4.77107826717506
cg11534938,3.25424500268367
cg03290677,-2.58053671198674
cg23081670,-4.6886073934811
cg05296940,3.43284695799254
cg06080948,-0.952444397284724
cg09216143,3.06583887330464
cg23743606,0.946563809862058
cg11062778,4.68957025298937
cg20992002,2.99953575594774
cg03140412,-4.39667920089717
cg01471232,-2.78453910493016
cg10141019,-4.02601902019179
cg20359360,1.24219264001485
cg02601626,2.38294219986077
cg04880138,2.14490708709384
cg18550498,4.04266244965143
cg04539057,6.1142015382739
cg13892862,1.41279927078176
cg05852477,4.56524671485929
cg26709500,3.09749614707845
cg27483767,2.33125960949422
cg26774803,5.85464236412858
cg24433043,4.3075838109067
cg23685586,3.28872083938842
cg14981422,4.52162572937851
cg14204619,4.07063948000719
cg18509719,2.59327025319116
cg26639216,-4.31843279822004
cg26505974,3.82498071270985
cg04111478,-0.913498279612007
cg24728105,5.57440698653246
cg09336947,-2.99246756870442
cg18729298,-1.69641220947743
cg23049234,3.44197031713248
cg00243281,2.79241810736796
cg12433386,1.41139141946292
cg01744331,3.05653835939845
cg25879836,-1.92870047028763
cg09498146,-4.35166580216613
cg16496814,3.66215893534027
cg02501827,-1.64831609396479
cg24543696,-2.69156207070588
cg13237365,-4.3362681761026
cg23338170,-4.26797550842745
cg08431447,-1.8066509395328
cg17324887,-3.73115826604934
cg05744487,-2.77580265466296
cg06275853,-1.20596416277779
cg06387204,-3.77529306546025
cg11241206,-4.0564326187556
cg06991510,-4.29221876055887
cg04521333,-1.30254128513613
cg14380094,-3.25195153847416
cg06845853,-1.86129331121023
cg19812706,-4.26778197360275
cg04023915,-2.47938152462929
cg04695077,-2.0001168467891
cg02370395,-3.8796982654845
cg17142743,-3.38481691391271
cg14059420,-4.3547365495959
cg11638181,-3.01421848177925
cg02582203,-2.61665075210249
cg06245037,-3.02623875984779
cg08149193,-2.99253772633723
cg27607372,-3.35513658788907
cg17282004,-2.7191178980781
cg13303461,-4.49982652290718
cg11324116,-1.88960677810346
cg14797402,-3.10391812419838
cg20618610,-0.842367699676955
cg19581696,-4.55920304579878
cg03315058,-4.56557865550212
cg15676512,-4.46789413393677
cg09034795,3.49949667636242
cg27110548,-0.900718877912244
cg19321730,5.66316341175022
cg26898376,3.30627715356303
cg16555856,-2.65385176063501
cg04396314,-3.25342406610076
cg12513249,-2.69797604241291
cg02996291,-2.59361561458927
cg03128921,-3.36901206148188
cg01839297,-5.05652879910347
cg20382233,-5.29301805996874
cg11544692,-3.51456161162263
cg24435401,-3.15733741558922
cg18469938,-2.98184424067186
cg18114708,4.6915580735685
cg24805026,2.45251260767375
cg09688579,-4.67715231875272
cg05754939,3.27731783176573
cg10771851,5.37472825758191
cg13734833,2.21841982442796
cg12889594,1.02890063086452
cg23167906,-1.99460509294141
cg01120391,-2.93956992756167
cg04262428,-2.33763656732138
cg03614381,3.27724082467742
cg12267021,-3.01968744897192
cg19033780,1.36227301647332
cg01115274,-2.44574824152959
cg06348619,3.18985364989176
cg21486411,-3.80542780692183
cg09655046,2.1999956973629
cg06177974,-1.15244177934625
cg24256772,2.50438504842598
cg07315766,-3.92679485810926
cg04646100,-4.04171957795844
cg06615378,-3.73093989800945
cg11658159,3.27550458030231
cg23711062,-3.36023162691154
cg06008480,-3.88221002513443
cg27068490,-6.47015401491631
cg06953577,3.05282884811212
cg25551714,-3.26402131169304
cg21858113,1.17458485113675
cg25754228,-3.9435382436445
cg15449664,3.29996170953962
cg26357587,-3.03757542895462
cg08106165,1.26350067577342
cg02064831,2.38812930145192
cg25161029,-0.388955364464415
cg16467700,2.69704275837018
cg02358841,2.26771288966077
cg23714454,2.07534699542981
cg26193555,-2.60414596635117
cg05462819,-2.70877510314531
cg20559217,-1.68149142345644
cg26559804,-1.65395534116809
cg05812663,2.65943351620043
cg09777036,0.31808662847378
cg26160976,-1.41213045379115
cg23522601,-2.61279950479939
cg05705018,2.6958889400489
cg17538036,3.9788664715982
cg08707456,0.764355400329605
cg19526779,-2.9753797972104
cg27516159,0.796181974227715
cg19204189,4.09920353532579
cg02155543,2.1291871340867
cg09063787,-3.01497221343599
cg24965248,4.32355022989978
cg19018201,3.7997766659465
cg26156154,4.43483536416251
cg20644120,-4.9068086760835
cg25423146,-3.7321194657176
cg08659824,-3.82601228259026
cg11728497,-2.98507451406988
cg07112131,-1.35403643964341
cg09060449,-3.87684401726739
cg09738429,-4.08004974318298
cg21962611,5.03970679198271
cg24677744,-5.80707024684409
cg08275602,-3.30682442307083
cg12115302,-0.0877357824164183
cg01837362,0.458768017853719
cg02693438,4.52452565141601
cg13509195,-4.0200351539566
cg21784036,-3.84468640317967
cg18829183,-5.25696073651746
cg15333818,-3.10998254943184
cg19426944,-3.36281525106236
cg00058786,-3.7967901496226
cg14846292,1.01718590516459
cg12587729,-3.54203553558651
cg19453353,0.852005398120846
cg22218512,2.75419838163976
cg27485687,-3.42229058647877
cg12090001,3.87328656334971
cg00589573,-4.56396149897989
cg22997177,-2.67599770209936
cg23395715,-2.47243530665472
cg20403938,-3.38158954041848
cg13615998,-2.22044596730501
cg14639847,-2.80923553417075
cg19892287,-2.19621258086366
cg11941633,-3.49564975095222
cg03144714,-2.36306877196476
cg01704924,-2.64392138708378
cg27661600,-2.50916214363653
cg10869879,-2.09543589384886
cg01682981,-2.75305751947492
cg01708411,-3.175544370088
cg11887960,-3.65178111773404
cg09371693,-2.40338459358358
cg21548005,-4.4462906826817
cg24480012,-3.54570799137172
cg16971885,-4.78166657667675
cg24406754,3.18337729803756
cg09486902,-3.46086258797354
cg24109415,-2.63540408757822
cg26038859,-5.73858735553753
cg18771034,1.01941515833095
cg09859456,-4.45906648130566
cg04707531,-4.0251096934734
cg21193143,-3.55552423554335
cg05769889,-3.06728572674473
cg26666133,-3.1446444387908
cg11520568,-5.77111369401189
cg01515015,3.53840351102607
cg05833894,-4.72809980956323
cg03823305,-3.93967491015228
cg25734490,-4.73329897936157
cg04563169,0.850810418022044
cg01857475,-2.93021192319722
cg10437627,-4.29145341086397
cg07354124,-4.09271026623364
cg12566756,-2.55581814195206
cg10082647,1.95748938164903
cg10164592,-5.45433487530936
cg07524446,-4.89248388000614
cg11857392,2.39390351560239
cg07066635,-3.09634163655195
cg25752163,-0.445796334517685
cg22283297,-4.213542437307
cg00721315,-2.32531038192648
cg11064034,-2.65007640749334
