ID_REF,values
cg01793617,3.5201114404019
cg14280098,4.75156858690792
cg11851804,-4.22875377740821
cg06623778,-2.88636900996885
cg02896266,1.83060621069093
cg13806162,3.91273666272645
cg00976181,1.72802203519197
cg10711230,4.42464982598607
cg23912452,1.72756748134077
cg06511482,3.60252021155183
cg21830050,-0.988743680292697
cg23956473,3.9089368805949
cg16352072,2.78157020849568
cg18166741,3.17041802574653
cg10824915,1.25303915760573
cg22599150,2.17296071915931
cg16349774,1.16112851342525
cg18439833,-0.241037406018862
cg15526941,0.0226338580124362
cg10010734,4.05637650381357
cg03648020,-0.770898722361186
cg25350899,3.49258032212892
cg24157008,1.96601179816728
cg25552017,0.840358765077628
cg10984178,3.57353367741535
cg13100600,0.124936857337997
cg08480609,4.05317926641285
cg03120284,2.74380193221987
cg10490668,3.93422080533471
cg20685419,0.59199353687423
cg07181843,1.94220461237212
cg23812948,4.53121346887872
cg26346563,2.38931558474778
cg05528516,3.62827085601509
cg13361271,2.37816582508389
cg14824543,3.72342495461888
cg10399850,4.14831571751721
cg06767191,4.51757496016442
cg25101291,2.93051865737437
cg16561256,3.89963380497421
cg26910384,2.46421197201561
cg26330479,1.89004361508603
cg06967105,0.901554909340252
cg00152708,2.81420644167545
cg03528302,3.18817353821002
cg12760887,2.59887134140066
cg23731501,3.3807634440072
cg14287724,1.61809639269738
cg25605174,1.96658343596335
cg04206665,3.65477992870521
cg18312010,-2.9979053074912
cg12810734,2.72076890148354
cg13440692,1.6927363995263
cg22699977,3.83131501516561
cg10245314,1.94382002067652
cg22725197,4.12366497345012
cg18224942,-0.180032869266437
cg27179810,2.48683070578627
cg18163062,3.28197650836709
cg25203980,4.13142226541585
cg18565510,2.20011888118569
cg27185793,-0.226892357230302
cg09556527,2.45935467334218
cg10206052,3.33973410710359
cg08939275,4.72539451908246
cg25203539,3.79456190554761
cg06649390,3.46256801816075
cg15976416,4.02506249448731
cg17838754,2.87739687200545
cg23596199,2.51968001564303
cg27399052,-2.42680978569921
cg12478066,-2.27865354685395
cg17132079,0.00191556054268924
cg01198994,2.70492518044108
cg23973885,0.756569946882469
cg23209302,4.54603142180431
cg01399319,4.55794946206319
cg11811184,4.53433747285581
cg24399028,4.19495213575204
cg16661858,4.46706943541486
cg24555071,2.14863271897939
cg06711078,2.89684219870984
cg12286462,4.36991835068746
cg15099879,2.93549551151642
cg06786804,3.81197763738654
cg24492273,3.63711366546235
cg04981940,3.33250211478788
cg17821649,4.47676936032211
cg00391668,0.224488847389718
cg19621710,-0.075117800931459
cg24378791,4.03272692791871
cg00955674,3.41175122589485
cg04126957,1.49208616872087
cg03941625,3.80502816932846
cg12734710,4.46077934076169
cg16305094,3.87763624191355
cg07229301,2.61970712816236
cg09517190,4.25064606920928
cg08140609,4.17855133884876
cg20140735,3.24252128381826
cg17968925,4.96442053872466
cg09828226,4.81049023160681
cg13431342,3.5942035571042
cg12690016,5.17906977349912
cg14279825,1.57790832642712
cg11649182,3.13976202361045
cg25311963,1.5305533182426
cg10970349,3.27642375989674
cg23252997,4.15352540762374
cg17450090,1.51075861323708
cg15830572,4.27046739135889
cg06848468,4.5688211678568
cg07601058,4.84528160228556
cg11588584,3.20395038094408
cg09825670,4.80078637906995
cg04437922,3.88957030640583
cg00853237,3.73704544898788
cg25189483,4.33303201349707
cg24933755,3.92661674249963
cg10628909,4.2349333350434
cg12213037,-0.522477896588535
cg16990280,3.07923184404921
cg06964353,2.54504953897741
cg18947110,3.67245696823732
cg09233730,3.38642675458034
cg09185911,3.90772984168798
cg25031205,4.61606674601188
cg04439557,3.43058902668309
cg08122070,1.51045882189079
cg06219660,-0.303796413346273
cg00992048,-0.969627562853879
cg07380540,0.726033298703363
